pace,shooting,passing,dribbling,defending,physic,player_positions,Role
82.0,64.0,74.0,81.0,75.0,75.0,LB,Defender
66.0,46.0,74.0,70.0,81.0,74.0,CB,Defender
71.0,75.0,80.0,84.0,69.0,68.0,"CM, CAM",Midfielder
70.0,70.0,67.0,61.0,81.0,81.0,CB,Defender
69.0,71.0,77.0,78.0,75.0,73.0,CM,Midfielder
74.0,76.0,80.0,82.0,58.0,66.0,"CAM, LW, CM",Midfielder
57.0,42.0,75.0,77.0,76.0,76.0,"CDM, CM",Midfielder
79.0,55.0,73.0,74.0,78.0,77.0,"RB, RM",Defender
65.0,75.0,80.0,83.0,52.0,66.0,"CAM, ST",Midfielder
75.0,77.0,79.0,82.0,43.0,69.0,"CAM, LW, RW",Midfielder
77.0,82.0,74.0,79.0,39.0,73.0,ST,Forward
79.0,79.0,79.0,80.0,41.0,68.0,"RW, RM",Midfielder
65.0,62.0,68.0,67.0,80.0,78.0,CB,Defender
67.0,74.0,83.0,82.0,69.0,69.0,"CM, CAM",Midfielder
66.0,79.0,62.0,74.0,51.0,81.0,ST,Forward
61.0,50.0,63.0,60.0,82.0,77.0,CB,Defender
,,,,,,GK,Goalkeeper
55.0,49.0,65.0,65.0,82.0,80.0,CB,Defender
77.0,82.0,63.0,77.0,41.0,74.0,ST,Forward
87.0,80.0,61.0,79.0,25.0,67.0,ST,Forward
88.0,78.0,78.0,81.0,46.0,69.0,"CAM, LW",Midfielder
77.0,78.0,76.0,78.0,40.0,82.0,"ST, RM",Midfielder
,,,,,,GK,Goalkeeper
75.0,53.0,71.0,76.0,79.0,69.0,"LWB, RWB",Defender
68.0,78.0,78.0,82.0,65.0,75.0,"CAM, CM",Midfielder
,,,,,,GK,Goalkeeper
82.0,67.0,79.0,75.0,73.0,75.0,LB,Defender
69.0,69.0,80.0,83.0,66.0,68.0,"CM, CAM",Midfielder
65.0,31.0,65.0,68.0,83.0,72.0,CB,Defender
,,,,,,GK,Goalkeeper
,,,,,,GK,Goalkeeper
,,,,,,GK,Goalkeeper
82.0,64.0,76.0,77.0,74.0,88.0,RB,Defender
84.0,66.0,73.0,76.0,76.0,79.0,RB,Defender
66.0,77.0,77.0,78.0,76.0,78.0,"CM, CDM",Midfielder
83.0,77.0,78.0,79.0,55.0,72.0,"RM, LM, ST",Midfielder
83.0,43.0,67.0,71.0,81.0,81.0,CB,Defender
70.0,73.0,75.0,85.0,65.0,66.0,CM,Midfielder
,,,,,,GK,Goalkeeper
63.0,51.0,73.0,72.0,81.0,78.0,CB,Defender
85.0,51.0,64.0,71.0,82.0,77.0,"CB, RB, RWB",Defender
86.0,75.0,73.0,85.0,32.0,62.0,"LM, CAM",Midfielder
78.0,63.0,70.0,75.0,74.0,80.0,RB,Defender
88.0,80.0,67.0,81.0,38.0,76.0,"ST, LW",Forward
74.0,67.0,74.0,79.0,79.0,75.0,"CDM, CM",Midfielder
65.0,80.0,64.0,74.0,35.0,80.0,ST,Forward
63.0,75.0,81.0,77.0,67.0,76.0,"CM, CDM",Midfielder
89.0,75.0,74.0,81.0,39.0,69.0,LM,Midfielder
82.0,76.0,76.0,81.0,63.0,65.0,"RM, LM",Midfielder
85.0,78.0,75.0,82.0,39.0,69.0,"LM, LW, RM",Midfielder
84.0,60.0,75.0,77.0,75.0,79.0,"LB, CB, LWB",Defender
73.0,67.0,80.0,84.0,73.0,73.0,"CM, CDM",Midfielder
,,,,,,GK,Goalkeeper
73.0,65.0,80.0,80.0,77.0,69.0,"LB, CDM",Defender
82.0,57.0,68.0,81.0,75.0,75.0,"RWB, RB",Defender
81.0,48.0,67.0,74.0,81.0,77.0,CB,Defender
83.0,64.0,72.0,75.0,80.0,84.0,"CDM, CB",Defender
61.0,45.0,50.0,59.0,80.0,84.0,"CB, CDM",Defender
67.0,60.0,83.0,83.0,67.0,59.0,"CM, CDM",Midfielder
74.0,64.0,79.0,80.0,78.0,77.0,CM,Midfielder
76.0,51.0,70.0,77.0,77.0,70.0,"RB, RM",Defender
,,,,,,GK,Goalkeeper
80.0,72.0,77.0,82.0,26.0,45.0,"CAM, LM, LW",Midfielder
67.0,39.0,55.0,58.0,81.0,85.0,CB,Defender
84.0,74.0,77.0,84.0,72.0,84.0,"CM, RM",Midfielder
90.0,79.0,72.0,83.0,30.0,74.0,ST,Forward
76.0,46.0,60.0,67.0,80.0,80.0,CB,Defender
88.0,80.0,63.0,75.0,39.0,81.0,ST,Forward
69.0,70.0,73.0,77.0,73.0,81.0,"CDM, CM",Midfielder
,,,,,,GK,Goalkeeper
82.0,61.0,74.0,81.0,75.0,71.0,RB,Defender
,,,,,,GK,Goalkeeper
74.0,50.0,72.0,73.0,79.0,78.0,"CDM, CB",Defender
66.0,75.0,75.0,75.0,78.0,84.0,"CDM, CM",Midfielder
65.0,33.0,65.0,69.0,82.0,80.0,CB,Defender
95.0,70.0,71.0,87.0,29.0,66.0,LW,Forward
66.0,81.0,68.0,73.0,32.0,82.0,ST,Forward
84.0,73.0,73.0,81.0,70.0,78.0,"RM, RB, CM",Defender
72.0,22.0,49.0,50.0,81.0,76.0,CB,Defender
92.0,77.0,70.0,82.0,32.0,71.0,LM,Midfielder
83.0,77.0,78.0,82.0,48.0,71.0,CAM,Midfielder
80.0,67.0,73.0,79.0,75.0,75.0,"RWB, RM",Defender
85.0,73.0,78.0,80.0,45.0,57.0,RM,Midfielder
77.0,56.0,73.0,75.0,78.0,81.0,"RB, RWB",Defender
84.0,68.0,76.0,82.0,65.0,64.0,"RM, LM, LB",Defender
51.0,69.0,84.0,84.0,59.0,57.0,"CM, CAM",Midfielder
56.0,70.0,81.0,77.0,77.0,75.0,"CM, LB, RB",Defender
69.0,73.0,81.0,85.0,30.0,53.0,"CF, LW",Forward
,,,,,,GK,Goalkeeper
60.0,81.0,68.0,72.0,36.0,74.0,ST,Forward
70.0,68.0,76.0,85.0,73.0,77.0,"CM, CAM, CDM",Midfielder
73.0,65.0,72.0,76.0,77.0,79.0,"CDM, CM",Midfielder
72.0,78.0,79.0,80.0,61.0,62.0,"RM, RWB",Defender
,,,,,,GK,Goalkeeper
62.0,68.0,85.0,79.0,24.0,48.0,"CAM, RW",Midfielder
,,,,,,GK,Goalkeeper
39.0,80.0,70.0,71.0,42.0,77.0,ST,Forward
54.0,78.0,82.0,78.0,59.0,66.0,"CAM, CM",Midfielder
45.0,64.0,75.0,72.0,75.0,70.0,"CDM, CM, CAM",Midfielder
65.0,64.0,74.0,74.0,75.0,78.0,"CDM, CM, CB",Defender
70.0,66.0,77.0,75.0,73.0,75.0,"CDM, CM",Midfielder
79.0,77.0,77.0,83.0,44.0,75.0,"ST, LW",Forward
33.0,70.0,75.0,70.0,77.0,79.0,"CDM, CM",Midfielder
70.0,60.0,75.0,76.0,77.0,68.0,"LB, CB",Defender
62.0,42.0,58.0,63.0,81.0,78.0,CB,Defender
50.0,78.0,71.0,70.0,46.0,75.0,ST,Forward
47.0,71.0,77.0,78.0,77.0,69.0,"CDM, CM",Midfielder
83.0,76.0,73.0,78.0,55.0,83.0,"ST, RM",Midfielder
,,,,,,GK,Goalkeeper
87.0,75.0,74.0,79.0,46.0,63.0,"LW, LM",Midfielder
36.0,67.0,75.0,73.0,80.0,73.0,CDM,Midfielder
65.0,70.0,77.0,79.0,78.0,75.0,"CM, CDM",Midfielder
83.0,78.0,77.0,79.0,41.0,72.0,"ST, RW, CAM",Midfielder
64.0,79.0,60.0,70.0,40.0,81.0,ST,Forward
84.0,80.0,73.0,79.0,48.0,79.0,ST,Forward
58.0,74.0,78.0,77.0,75.0,77.0,"LWB, LB",Defender
74.0,69.0,71.0,72.0,78.0,76.0,RB,Defender
68.0,82.0,76.0,83.0,43.0,70.0,"ST, CF",Forward
60.0,70.0,79.0,70.0,75.0,83.0,"CDM, CM, CB",Defender
75.0,76.0,80.0,81.0,46.0,67.0,"RW, RM",Midfielder
71.0,83.0,69.0,79.0,37.0,70.0,ST,Forward
,,,,,,GK,Goalkeeper
80.0,78.0,66.0,78.0,41.0,77.0,ST,Forward
49.0,40.0,59.0,56.0,81.0,79.0,CB,Defender
86.0,78.0,75.0,79.0,45.0,71.0,"CAM, ST, CM",Midfielder
81.0,74.0,77.0,82.0,67.0,74.0,CM,Midfielder
70.0,56.0,67.0,71.0,80.0,79.0,"CB, RB",Defender
79.0,82.0,75.0,77.0,32.0,69.0,ST,Forward
50.0,64.0,79.0,69.0,69.0,80.0,"CDM, CM",Midfielder
89.0,75.0,74.0,80.0,48.0,62.0,"LM, RM",Midfielder
,,,,,,GK,Goalkeeper
68.0,74.0,75.0,77.0,78.0,89.0,"CM, CDM",Midfielder
47.0,58.0,75.0,67.0,79.0,75.0,CB,Defender
53.0,64.0,69.0,64.0,79.0,83.0,"CB, CDM",Defender
88.0,73.0,73.0,83.0,30.0,64.0,"LM, CF",Midfielder
66.0,75.0,78.0,79.0,71.0,71.0,"CM, CDM",Midfielder
62.0,36.0,64.0,65.0,79.0,83.0,CB,Defender
85.0,76.0,71.0,81.0,34.0,72.0,"RW, RM",Midfielder
64.0,33.0,59.0,58.0,80.0,82.0,CB,Defender
87.0,75.0,73.0,82.0,38.0,70.0,RM,Midfielder
71.0,80.0,73.0,76.0,72.0,78.0,"CAM, CM",Midfielder
44.0,50.0,70.0,73.0,78.0,75.0,CDM,Midfielder
,,,,,,GK,Goalkeeper
77.0,53.0,70.0,76.0,77.0,74.0,RB,Defender
84.0,80.0,66.0,78.0,32.0,67.0,ST,Forward
74.0,54.0,76.0,76.0,75.0,76.0,LB,Defender
69.0,58.0,75.0,75.0,78.0,73.0,"LB, CB",Defender
65.0,63.0,71.0,69.0,79.0,79.0,CDM,Midfielder
71.0,82.0,77.0,79.0,39.0,74.0,"ST, LW",Forward
56.0,71.0,78.0,78.0,70.0,67.0,"CM, RM, LM",Midfielder
,,,,,,GK,Goalkeeper
76.0,79.0,75.0,80.0,58.0,68.0,CAM,Midfielder
,,,,,,GK,Goalkeeper
70.0,76.0,72.0,76.0,77.0,81.0,"CM, CDM",Midfielder
68.0,39.0,59.0,50.0,82.0,79.0,CB,Defender
83.0,55.0,70.0,70.0,74.0,81.0,"LB, LM, LWB",Defender
75.0,82.0,68.0,81.0,35.0,68.0,ST,Forward
75.0,72.0,80.0,79.0,57.0,66.0,"CM, RM, LM",Midfielder
73.0,76.0,81.0,83.0,39.0,51.0,CAM,Midfielder
88.0,51.0,69.0,73.0,74.0,80.0,RB,Defender
72.0,53.0,56.0,65.0,80.0,78.0,CB,Defender
80.0,76.0,79.0,79.0,45.0,58.0,"LM, ST, RM",Midfielder
80.0,70.0,72.0,78.0,75.0,68.0,"RB, RM, LB",Defender
58.0,76.0,79.0,82.0,65.0,70.0,"CM, CDM",Midfielder
70.0,74.0,79.0,81.0,41.0,62.0,"LM, CF",Midfielder
71.0,77.0,62.0,70.0,45.0,84.0,ST,Forward
79.0,71.0,80.0,83.0,61.0,65.0,"CAM, LM, RM",Midfielder
,,,,,,GK,Goalkeeper
78.0,78.0,75.0,80.0,42.0,69.0,"CF, LW",Forward
75.0,74.0,75.0,76.0,75.0,81.0,"CM, CDM",Midfielder
70.0,33.0,48.0,65.0,82.0,78.0,CB,Defender
76.0,66.0,73.0,74.0,75.0,71.0,"RWB, RM, LM",Defender
91.0,69.0,70.0,87.0,25.0,61.0,"LM, ST",Midfielder
67.0,78.0,64.0,75.0,44.0,81.0,ST,Forward
70.0,69.0,76.0,83.0,67.0,70.0,"CM, CDM",Midfielder
85.0,54.0,72.0,76.0,73.0,77.0,RB,Defender
64.0,48.0,68.0,74.0,77.0,84.0,"CDM, CM",Midfielder
79.0,78.0,75.0,82.0,35.0,66.0,"LW, RW, ST",Forward
45.0,54.0,60.0,60.0,80.0,81.0,CB,Defender
69.0,69.0,72.0,73.0,79.0,82.0,"CDM, CM",Midfielder
75.0,45.0,55.0,65.0,80.0,80.0,CB,Defender
74.0,39.0,63.0,68.0,80.0,77.0,CB,Defender
59.0,60.0,75.0,77.0,80.0,75.0,"CM, CDM",Midfielder
78.0,57.0,71.0,76.0,75.0,70.0,"RB, RM",Defender
,,,,,,GK,Goalkeeper
68.0,80.0,61.0,76.0,31.0,76.0,ST,Forward
79.0,53.0,72.0,76.0,74.0,77.0,RB,Defender
86.0,66.0,67.0,74.0,75.0,79.0,"RWB, LWB, CB",Defender
73.0,59.0,72.0,75.0,77.0,80.0,"LB, CB",Defender
79.0,58.0,71.0,72.0,75.0,79.0,RB,Defender
,,,,,,GK,Goalkeeper
73.0,42.0,58.0,67.0,79.0,77.0,CB,Defender
81.0,72.0,79.0,83.0,67.0,69.0,"CM, CAM, CF",Midfielder
73.0,73.0,80.0,81.0,64.0,67.0,RM,Midfielder
66.0,33.0,61.0,60.0,79.0,77.0,"CB, RB",Defender
,,,,,,GK,Goalkeeper
68.0,74.0,79.0,79.0,69.0,68.0,"LM, RM, CAM",Midfielder
69.0,53.0,72.0,71.0,78.0,76.0,"RB, CB",Defender
82.0,78.0,70.0,79.0,48.0,77.0,"LM, ST",Midfielder
81.0,81.0,65.0,78.0,44.0,83.0,"ST, RM",Midfielder
73.0,81.0,69.0,77.0,30.0,68.0,ST,Forward
89.0,58.0,70.0,77.0,74.0,59.0,"LB, LM",Defender
83.0,52.0,70.0,71.0,76.0,71.0,RB,Defender
67.0,62.0,74.0,75.0,78.0,76.0,"CDM, CM",Midfielder
71.0,70.0,70.0,72.0,80.0,83.0,CDM,Midfielder
,,,,,,GK,Goalkeeper
83.0,79.0,65.0,81.0,28.0,64.0,ST,Forward
75.0,80.0,68.0,78.0,29.0,74.0,ST,Forward
68.0,36.0,60.0,58.0,80.0,80.0,CB,Defender
47.0,60.0,72.0,72.0,77.0,76.0,"CDM, CM",Midfielder
75.0,68.0,79.0,83.0,41.0,59.0,"CAM, CF",Midfielder
82.0,37.0,57.0,65.0,80.0,79.0,CB,Defender
68.0,67.0,75.0,73.0,79.0,81.0,"CB, CM, CDM",Defender
84.0,55.0,71.0,75.0,74.0,65.0,RB,Defender
70.0,79.0,70.0,80.0,35.0,68.0,ST,Forward
89.0,70.0,74.0,83.0,35.0,60.0,"RM, ST",Midfielder
,,,,,,GK,Goalkeeper
81.0,39.0,57.0,59.0,80.0,79.0,CB,Defender
70.0,68.0,75.0,78.0,77.0,75.0,"CDM, CM",Midfielder
61.0,39.0,63.0,71.0,81.0,78.0,CB,Defender
84.0,53.0,74.0,78.0,74.0,74.0,LB,Defender
85.0,77.0,56.0,78.0,40.0,75.0,ST,Forward
85.0,72.0,73.0,85.0,37.0,64.0,"RW, LW",Forward
75.0,81.0,78.0,82.0,63.0,56.0,"LM, CM",Midfielder
82.0,34.0,68.0,72.0,75.0,75.0,"LB, LWB",Defender
71.0,58.0,73.0,76.0,79.0,80.0,"CB, LB, CDM",Defender
56.0,68.0,75.0,71.0,77.0,78.0,"CDM, CM",Midfielder
85.0,78.0,74.0,84.0,31.0,69.0,"CAM, LM, ST",Midfielder
65.0,72.0,79.0,72.0,76.0,77.0,"CDM, CM, CB",Defender
72.0,69.0,75.0,77.0,77.0,82.0,"CM, CDM",Midfielder
76.0,79.0,70.0,80.0,38.0,71.0,"ST, CF",Forward
85.0,78.0,74.0,79.0,41.0,72.0,"LM, ST",Midfielder
87.0,76.0,71.0,83.0,32.0,56.0,RW,Forward
88.0,33.0,56.0,65.0,80.0,77.0,CB,Defender
84.0,62.0,71.0,74.0,74.0,77.0,RB,Defender
68.0,63.0,78.0,78.0,73.0,75.0,"CDM, CM",Midfielder
60.0,36.0,59.0,61.0,80.0,84.0,CB,Defender
75.0,69.0,73.0,80.0,75.0,77.0,"CM, LM",Midfielder
91.0,72.0,72.0,84.0,37.0,65.0,RW,Forward
,,,,,,GK,Goalkeeper
59.0,81.0,64.0,72.0,36.0,77.0,ST,Forward
72.0,66.0,74.0,77.0,73.0,68.0,"LWB, LB",Defender
,,,,,,GK,Goalkeeper
61.0,83.0,74.0,79.0,30.0,63.0,ST,Forward
,,,,,,GK,Goalkeeper
54.0,43.0,63.0,65.0,79.0,75.0,CB,Defender
56.0,79.0,67.0,76.0,41.0,69.0,ST,Forward
70.0,77.0,79.0,81.0,53.0,68.0,"RM, CAM",Midfielder
64.0,68.0,80.0,79.0,73.0,69.0,"CDM, CM, LM",Midfielder
76.0,69.0,74.0,80.0,70.0,70.0,"RM, RWB",Defender
77.0,64.0,76.0,77.0,72.0,70.0,"LWB, LB, LM",Defender
69.0,78.0,77.0,80.0,66.0,74.0,"CAM, CM, CF",Midfielder
,,,,,,GK,Goalkeeper
74.0,78.0,70.0,75.0,44.0,80.0,"CF, ST",Forward
55.0,77.0,86.0,77.0,45.0,58.0,"RM, LM",Midfielder
,,,,,,GK,Goalkeeper
71.0,81.0,61.0,78.0,34.0,66.0,ST,Forward
46.0,70.0,83.0,76.0,66.0,71.0,"CM, CDM",Midfielder
55.0,71.0,81.0,81.0,36.0,42.0,"CAM, RM",Midfielder
48.0,72.0,75.0,71.0,77.0,76.0,"CM, CDM",Midfielder
68.0,76.0,63.0,75.0,31.0,66.0,ST,Forward
39.0,66.0,68.0,68.0,78.0,87.0,"CDM, CM",Midfielder
58.0,75.0,79.0,70.0,75.0,79.0,CM,Midfielder
66.0,65.0,73.0,76.0,78.0,70.0,RB,Defender
42.0,46.0,60.0,56.0,78.0,85.0,CB,Defender
74.0,61.0,73.0,75.0,75.0,87.0,"CDM, CM",Midfielder
70.0,58.0,69.0,74.0,78.0,68.0,"RWB, LWB, RB",Defender
63.0,74.0,79.0,74.0,79.0,74.0,"LB, CB",Defender
73.0,72.0,76.0,83.0,42.0,66.0,CAM,Midfielder
64.0,64.0,62.0,69.0,78.0,85.0,"CB, CDM",Defender
65.0,78.0,69.0,71.0,29.0,86.0,ST,Forward
40.0,56.0,70.0,67.0,77.0,85.0,"CDM, CM",Midfielder
65.0,78.0,48.0,73.0,35.0,77.0,ST,Forward
82.0,79.0,62.0,78.0,30.0,67.0,ST,Forward
69.0,75.0,80.0,80.0,70.0,65.0,"CM, CAM",Midfielder
58.0,62.0,80.0,74.0,74.0,75.0,"CDM, CM",Midfielder
74.0,73.0,77.0,84.0,40.0,52.0,"CF, RW",Forward
55.0,49.0,70.0,69.0,77.0,79.0,"CDM, CM",Midfielder
64.0,47.0,58.0,60.0,79.0,79.0,CB,Defender
,,,,,,GK,Goalkeeper
64.0,73.0,80.0,78.0,52.0,50.0,"CAM, CM",Midfielder
84.0,64.0,73.0,76.0,70.0,79.0,RB,Defender
61.0,81.0,64.0,74.0,44.0,74.0,ST,Forward
69.0,63.0,74.0,71.0,78.0,71.0,"LB, LM",Defender
73.0,61.0,71.0,73.0,77.0,68.0,"LB, RB",Defender
69.0,75.0,78.0,79.0,67.0,71.0,"CAM, CM",Midfielder
72.0,78.0,67.0,72.0,48.0,84.0,ST,Forward
50.0,42.0,65.0,60.0,79.0,78.0,CB,Defender
50.0,46.0,55.0,52.0,80.0,78.0,CB,Defender
59.0,75.0,75.0,75.0,73.0,80.0,"CM, CAM",Midfielder
70.0,29.0,52.0,58.0,79.0,83.0,CB,Defender
79.0,60.0,72.0,75.0,73.0,82.0,RB,Defender
76.0,63.0,77.0,77.0,71.0,79.0,"CM, CDM",Midfielder
69.0,73.0,77.0,78.0,57.0,72.0,"CAM, CM",Midfielder
73.0,40.0,58.0,60.0,80.0,81.0,CB,Defender
41.0,44.0,62.0,65.0,80.0,81.0,"CDM, CM",Midfielder
67.0,72.0,78.0,79.0,63.0,66.0,"CM, RM",Midfielder
76.0,76.0,76.0,77.0,41.0,72.0,"LM, RM",Midfielder
46.0,51.0,62.0,64.0,79.0,78.0,CB,Defender
47.0,78.0,79.0,75.0,59.0,73.0,"CM, CAM",Midfielder
,,,,,,GK,Goalkeeper
74.0,62.0,74.0,74.0,74.0,79.0,"RB, CB",Defender
68.0,64.0,73.0,75.0,75.0,76.0,"RB, RWB",Defender
85.0,74.0,76.0,82.0,55.0,59.0,"LM, CAM",Midfielder
32.0,48.0,62.0,49.0,79.0,82.0,CB,Defender
74.0,43.0,73.0,73.0,72.0,79.0,"RWB, RB, RM",Defender
83.0,51.0,69.0,77.0,73.0,65.0,"RB, RWB",Defender
73.0,69.0,73.0,74.0,76.0,77.0,RB,Defender
59.0,39.0,59.0,64.0,80.0,76.0,CB,Defender
80.0,49.0,73.0,79.0,71.0,64.0,LB,Defender
74.0,71.0,81.0,80.0,61.0,56.0,"CM, LM, LW",Midfielder
,,,,,,GK,Goalkeeper
74.0,68.0,74.0,86.0,38.0,59.0,"CAM, CF, LM",Midfielder
73.0,78.0,67.0,73.0,42.0,77.0,ST,Forward
68.0,74.0,77.0,78.0,55.0,61.0,"LM, RM, CM",Midfielder
67.0,78.0,79.0,76.0,65.0,72.0,"RM, LM, CM",Midfielder
40.0,60.0,75.0,68.0,74.0,84.0,"CDM, CM",Midfielder
55.0,71.0,76.0,75.0,75.0,78.0,"CDM, CB, CM",Defender
58.0,56.0,69.0,70.0,79.0,77.0,"CB, CM",Defender
59.0,60.0,75.0,75.0,76.0,75.0,"CDM, LB",Defender
82.0,61.0,68.0,75.0,76.0,80.0,"RB, CB",Defender
76.0,53.0,70.0,71.0,80.0,75.0,CB,Defender
74.0,75.0,78.0,80.0,51.0,63.0,"CAM, CM",Midfielder
79.0,77.0,55.0,73.0,27.0,80.0,ST,Forward
71.0,69.0,81.0,80.0,28.0,55.0,RM,Midfielder
79.0,75.0,74.0,80.0,48.0,65.0,"LM, RM",Midfielder
63.0,66.0,73.0,71.0,76.0,80.0,"CB, LB",Defender
80.0,63.0,70.0,78.0,75.0,63.0,"LB, LWB",Defender
70.0,73.0,75.0,78.0,71.0,80.0,"CDM, CM",Midfielder
66.0,70.0,80.0,79.0,39.0,64.0,"CAM, RM",Midfielder
78.0,77.0,63.0,73.0,30.0,82.0,ST,Forward
72.0,75.0,80.0,80.0,59.0,68.0,"CAM, CM",Midfielder
74.0,67.0,75.0,78.0,70.0,69.0,"RWB, RB, RM",Defender
72.0,44.0,67.0,66.0,78.0,81.0,CB,Defender
76.0,64.0,74.0,77.0,76.0,72.0,"CDM, CM, RM",Midfielder
67.0,27.0,55.0,57.0,79.0,81.0,CB,Defender
78.0,76.0,72.0,77.0,44.0,75.0,"RM, LM",Midfielder
72.0,67.0,76.0,77.0,74.0,75.0,"CDM, CM",Midfielder
,,,,,,GK,Goalkeeper
96.0,66.0,67.0,86.0,38.0,81.0,"RW, RWB",Defender
86.0,61.0,71.0,78.0,70.0,78.0,LB,Defender
75.0,70.0,76.0,80.0,31.0,62.0,"CAM, ST",Midfielder
70.0,74.0,79.0,77.0,66.0,73.0,"CM, LM",Midfielder
51.0,52.0,54.0,54.0,79.0,84.0,CB,Defender
63.0,78.0,58.0,74.0,30.0,75.0,ST,Forward
77.0,73.0,72.0,80.0,58.0,67.0,"RW, RM",Midfielder
41.0,69.0,71.0,74.0,78.0,83.0,CM,Midfielder
76.0,71.0,72.0,78.0,72.0,79.0,CM,Midfielder
72.0,59.0,75.0,73.0,76.0,74.0,RB,Defender
88.0,60.0,71.0,77.0,71.0,64.0,"LB, LWB, LM",Defender
70.0,59.0,69.0,72.0,77.0,79.0,"LB, CB",Defender
67.0,38.0,63.0,60.0,78.0,79.0,CB,Defender
60.0,78.0,60.0,70.0,26.0,81.0,ST,Forward
60.0,62.0,71.0,74.0,76.0,74.0,"CDM, CM",Midfielder
65.0,71.0,75.0,77.0,76.0,73.0,"CM, CDM",Midfielder
81.0,77.0,72.0,78.0,44.0,76.0,ST,Forward
85.0,75.0,68.0,75.0,46.0,71.0,ST,Forward
77.0,71.0,74.0,74.0,74.0,72.0,"LB, LWB, CB",Defender
64.0,41.0,57.0,53.0,81.0,76.0,CB,Defender
87.0,64.0,74.0,77.0,76.0,78.0,"RM, RB",Defender
82.0,69.0,77.0,78.0,52.0,65.0,LM,Midfielder
81.0,74.0,72.0,82.0,45.0,49.0,"RM, RW",Midfielder
64.0,75.0,75.0,77.0,67.0,76.0,"CM, CAM",Midfielder
,,,,,,GK,Goalkeeper
85.0,78.0,71.0,77.0,25.0,70.0,"LW, ST",Forward
90.0,76.0,74.0,79.0,49.0,73.0,"LW, RW, LM",Midfielder
76.0,74.0,73.0,79.0,44.0,65.0,"RM, ST",Midfielder
59.0,39.0,60.0,62.0,79.0,82.0,CB,Defender
53.0,37.0,64.0,64.0,78.0,75.0,CB,Defender
54.0,56.0,66.0,66.0,80.0,77.0,"CDM, CM",Midfielder
74.0,39.0,71.0,76.0,78.0,77.0,"CB, LB",Defender
74.0,80.0,70.0,77.0,38.0,71.0,"ST, CF",Forward
90.0,65.0,71.0,85.0,33.0,50.0,"LW, RW, CAM",Midfielder
74.0,70.0,74.0,81.0,68.0,73.0,"CAM, CM, RM",Midfielder
93.0,71.0,70.0,83.0,51.0,61.0,"RM, LM, RW",Midfielder
81.0,63.0,68.0,73.0,72.0,66.0,RB,Defender
73.0,62.0,79.0,80.0,75.0,76.0,CM,Midfielder
77.0,39.0,62.0,71.0,79.0,75.0,"CB, RB",Defender
81.0,75.0,75.0,80.0,43.0,67.0,"LW, RW",Forward
69.0,60.0,77.0,78.0,72.0,66.0,"CM, CDM, CB",Defender
,,,,,,GK,Goalkeeper
77.0,50.0,67.0,73.0,76.0,72.0,RB,Defender
,,,,,,GK,Goalkeeper
79.0,67.0,71.0,71.0,74.0,78.0,"LB, LWB, LM",Defender
92.0,56.0,68.0,73.0,72.0,69.0,"RB, LB",Defender
68.0,48.0,60.0,54.0,79.0,75.0,"CB, LB",Defender
58.0,29.0,63.0,58.0,77.0,84.0,CB,Defender
78.0,71.0,71.0,76.0,74.0,74.0,"RB, RM, CM",Defender
81.0,72.0,81.0,80.0,23.0,50.0,"LW, LM",Midfielder
83.0,69.0,75.0,78.0,42.0,68.0,"RM, RW",Midfielder
83.0,72.0,75.0,78.0,52.0,48.0,"CM, CAM",Midfielder
73.0,80.0,63.0,74.0,39.0,76.0,ST,Forward
73.0,82.0,62.0,70.0,31.0,75.0,ST,Forward
78.0,69.0,77.0,79.0,45.0,54.0,LW,Forward
86.0,53.0,70.0,74.0,73.0,81.0,"RB, RWB",Defender
70.0,78.0,62.0,72.0,31.0,70.0,ST,Forward
78.0,69.0,76.0,82.0,30.0,50.0,"CAM, LW, LM",Midfielder
,,,,,,GK,Goalkeeper
67.0,76.0,79.0,80.0,47.0,72.0,"CF, ST, CAM",Midfielder
83.0,71.0,72.0,79.0,42.0,68.0,"LM, RM",Midfielder
66.0,61.0,70.0,75.0,78.0,73.0,"CDM, CM",Midfielder
66.0,25.0,52.0,56.0,80.0,74.0,CB,Defender
63.0,70.0,73.0,75.0,77.0,74.0,"CM, CDM, CAM",Midfielder
56.0,35.0,58.0,54.0,80.0,78.0,CB,Defender
94.0,76.0,67.0,80.0,22.0,67.0,"RW, RM, ST",Midfielder
77.0,54.0,65.0,73.0,76.0,78.0,LB,Defender
73.0,29.0,61.0,68.0,80.0,72.0,CB,Defender
66.0,76.0,77.0,78.0,62.0,72.0,"CF, CM",Midfielder
71.0,34.0,57.0,67.0,80.0,76.0,CB,Defender
83.0,74.0,71.0,80.0,61.0,82.0,"CAM, RM",Midfielder
70.0,72.0,76.0,80.0,68.0,70.0,"CM, RM, LM",Midfielder
59.0,34.0,61.0,52.0,80.0,80.0,CB,Defender
87.0,74.0,69.0,81.0,31.0,59.0,"LW, RW",Forward
82.0,74.0,72.0,82.0,51.0,67.0,"LW, RW, CAM",Midfielder
70.0,70.0,74.0,78.0,67.0,72.0,"CAM, CM, CF",Midfielder
70.0,56.0,74.0,77.0,72.0,80.0,"CDM, CM",Midfielder
84.0,75.0,77.0,81.0,69.0,67.0,"CM, CAM, LW",Midfielder
79.0,80.0,75.0,79.0,44.0,70.0,"ST, LM",Midfielder
